Allele_1,WT_Background,Replicate,Temperature,Individuals,SQ_Measure,TotalArea.px
sd[1],DGRP301,R2,24,10,9,278790
sd[1],DGRP301,R2,24,11,4,301927
sd[1],DGRP301,R2,24,12,4,290265
sd[1],DGRP301,R2,24,13,5,283772
sd[1],DGRP301,R2,24,14,5,341263
sd[1],DGRP301,R2,24,15,4,312436
sd[1],DGRP301,R2,24,16,5,301116
sd[1],DGRP301,R2,24,17,5,301052
sd[1],DGRP301,R2,24,18,5,296504
sd[1],DGRP301,R2,24,19,4,319899
sd[1],DGRP301,R2,24,20,5,302278
sd[1],DGRP315,R2,24,1,3,255940
sd[1],DGRP315,R2,24,2,1,270686
sd[1],DGRP315,R2,24,4,2,250250
sd[1],DGRP315,R2,24,5,2,312185
sd[1],DGRP315,R2,24,6,2,292093
sd[1],DGRP315,R2,24,7,4,296741
sd[1],DGRP315,R2,24,8,3,285694
sd[1],DGRP315,R2,24,9,3,277280
sd[1],DGRP315,R2,24,10,1,288606
sd[1],DGRP315,R2,24,11,3,294210
sd[1],DGRP315,R2,24,12,1,270875
sd[1],DGRP315,R2,24,13,3,289313
sd[1],DGRP315,R2,24,14,1,335066
sd[1],DGRP315,R2,24,15,4,273239
sd[1],DGRP315,R2,24,16,2,292357
sd[1],DGRP315,R2,24,17,1,285896
sd[1],DGRP315,R2,24,18,1,304863
sd[1],DGRP315,R2,24,19,1,321916
sd[1],DGRP315,R2,24,20,2,275030
sd[1],DGRP371,R2,24,1,4,280301
sd[1],DGRP371,R2,24,2,4,319364
sd[1],DGRP371,R2,24,3,3,302635
sd[1],DGRP371,R2,24,4,5,258986
sd[1],DGRP371,R2,24,5,4,283080
sd[1],DGRP371,R2,24,6,3,282624
sd[1],DGRP371,R2,24,7,5,288233
sd[1],DGRP371,R2,24,8,5,275828
sd[1],DGRP371,R2,24,9,4,265900
sd[1],DGRP371,R2,24,10,4,294162
sd[1],DGRP371,R2,24,11,4,264272
sd[1],DGRP371,R2,24,12,4,308634
sd[1],DGRP371,R2,24,13,5,231443
sd[1],DGRP371,R2,24,14,4,291108
sd[1],DGRP371,R2,24,15,5,248778
sd[1],DGRP371,R2,24,16,5,257536
sd[1],DGRP371,R2,24,17,5,253220
sd[1],DGRP371,R2,24,18,5,207680
sd[1],DGRP371,R2,24,19,5,281420
sd[1],DGRP371,R2,24,20,5,264656
sd[1],DGRP385,R2,24,1,5,274990
sd[1],DGRP385,R2,24,2,5,245723
sd[1],DGRP385,R2,24,3,5,297613
sd[1],DGRP385,R2,24,4,3,273160
sd[1],DGRP385,R2,24,5,2,281608
sd[1],DGRP385,R2,24,6,4,296995
sd[1],DGRP385,R2,24,7,3,263358
sd[1],DGRP385,R2,24,9,4,313099
sd[1],DGRP385,R2,24,10,3,250875
sd[1],DGRP385,R2,24,11,4,271138
sd[1],DGRP385,R2,24,12,3,309734
sd[1],DGRP385,R2,24,13,3,285544
sd[1],DGRP385,R2,24,14,5,241530
sd[1],DGRP385,R2,24,15,4,282841
sd[1],DGRP385,R2,24,16,5,243844
sd[1],DGRP385,R2,24,17,4,333597
sd[1],DGRP385,R2,24,18,4,303742
sd[1],DGRP385,R2,24,19,4,289959
sd[1],DGRP385,R2,24,20,4,285837
sd[1],DGRP391,R2,24,1,5,283669
sd[1],DGRP391,R2,24,3,5,286220
sd[1],DGRP391,R2,24,4,5,268902
sd[1],DGRP391,R2,24,5,5,277557
sd[1],DGRP391,R2,24,6,6,284605
sd[1],DGRP391,R2,24,7,5,286796
sd[1],DGRP391,R2,24,8,5,327863
sd[1],DGRP391,R2,24,9,5,311209
sd[1],DGRP391,R2,24,10,5,260279
sd[1],DGRP391,R2,24,11,5,288816
sd[1],DGRP391,R2,24,12,5,286700
sd[1],DGRP391,R2,24,13,5,295264
sd[1],DGRP391,R2,24,14,5,294256
sd[1],DGRP391,R2,24,15,4,329950
sd[1],DGRP391,R2,24,16,3,269699
sd[1],DGRP391,R2,24,17,2,314334
sd[1],DGRP391,R2,24,18,6,306390
sd[1],DGRP391,R2,24,19,5,285081
sd[1],DGRP391,R2,24,20,5,307859
sd[1],DGRP392,R2,24,1,11,288028
sd[1],DGRP392,R2,24,2,5,326443
sd[1],DGRP392,R2,24,3,4,310078
sd[1],DGRP392,R2,24,4,4,303795
sd[1],DGRP392,R2,24,5,5,317898
sd[1],DGRP392,R2,24,6,5,290807
sd[1],DGRP392,R2,24,7,3,306852
sd[1],DGRP392,R2,24,8,5,298067
sd[1],DGRP392,R2,24,9,5,322643
sd[1],DGRP392,R2,24,10,5,312111
sd[1],DGRP392,R2,24,11,5,314517
sd[1],DGRP392,R2,24,12,5,303747
sd[1],DGRP392,R2,24,13,5,322607
sd[1],DGRP392,R2,24,14,5,300907
sd[1],DGRP392,R2,24,15,5,308513
sd[1],DGRP392,R2,24,16,5,314009
sd[1],DGRP392,R2,24,17,5,294744
sd[1],DGRP491,R2,24,1,5,264215
sd[1],DGRP491,R2,24,2,4,263709
sd[1],DGRP491,R2,24,3,5,281513
sd[1],DGRP491,R2,24,4,5,259965
sd[1],DGRP491,R2,24,5,3,252266
sd[1],DGRP491,R2,24,6,5,234539
sd[1],DGRP491,R2,24,7,5,290954
sd[1],DGRP491,R2,24,8,6,286502
sd[1],DGRP491,R2,24,9,5,268280
sd[1],DGRP491,R2,24,10,3,229550
sd[1],DGRP491,R2,24,11,5,284531
sd[1],DGRP491,R2,24,12,5,244124
sd[1],DGRP491,R2,24,13,4,252716
sd[1],DGRP491,R2,24,14,5,250306
sd[1],DGRP491,R2,24,15,3,265752
sd[1],DGRP491,R2,24,16,3,263841
sd[1],DGRP491,R2,24,17,5,276232
sd[1],DGRP491,R2,24,18,5,272337
sd[1],DGRP491,R2,24,19,3,287723
sd[1],DGRP491,R2,24,20,5,267958
sd[1],DGRP492,R2,24,1,3,330361
sd[1],DGRP492,R2,24,2,4,345012
sd[1],DGRP492,R2,24,3,4,325890
sd[1],DGRP492,R2,24,4,5,326662
sd[1],DGRP492,R2,24,5,3,326553
sd[1],DGRP492,R2,24,6,4,341884
sd[1],DGRP492,R2,24,7,4,334212
sd[1],DGRP492,R2,24,8,2,319734
sd[1],DGRP492,R2,24,9,5,323572
sd[1],DGRP492,R2,24,10,3,318312
sd[1],DGRP492,R2,24,11,3,301823
sd[1],DGRP492,R2,24,12,5,304705
sd[1],DGRP492,R2,24,13,4,315560
sd[1],DGRP492,R2,24,14,4,329353
sd[1],DGRP492,R2,24,15,3,315655
sd[1],DGRP492,R2,24,16,3,367324
sd[1],DGRP492,R2,24,17,3,360416
sd[1],DGRP492,R2,24,18,4,311615
sd[1],DGRP492,R2,24,19,5,322993
sd[1],DGRP492,R2,24,20,4,307333
sd[1],DGRP517,R2,24,1,3,318766
sd[1],DGRP517,R2,24,2,3,266415
sd[1],DGRP517,R2,24,3,2,303593
sd[1],DGRP517,R2,24,4,4,280464
sd[1],DGRP517,R2,24,5,3,309061
sd[1],DGRP517,R2,24,6,3,319430
sd[1],DGRP517,R2,24,7,3,336408
sd[1],DGRP517,R2,24,8,3,316008
sd[1],DGRP517,R2,24,9,3,312751
sd[1],DGRP517,R2,24,10,3,297067
sd[1],DGRP517,R2,24,11,2,328798
sd[1],DGRP517,R2,24,12,5,267224
sd[1],DGRP517,R2,24,13,2,305708
sd[1],DGRP517,R2,24,14,2,316066
sd[1],DGRP517,R2,24,15,3,283918
sd[1],DGRP517,R2,24,16,2,317623
sd[1],DGRP517,R2,24,17,2,302891
sd[1],DGRP757,R2,24,1,3,291287
sd[1],DGRP757,R2,24,2,5,272246
sd[1],DGRP757,R2,24,3,4,305827
sd[1],DGRP757,R2,24,4,5,304771
sd[1],DGRP757,R2,24,5,4,253866
sd[1],DGRP757,R2,24,6,5,308206
sd[1],DGRP757,R2,24,7,4,295205
sd[1],DGRP757,R2,24,8,5,303682
sd[1],DGRP757,R2,24,9,4,281356
sd[1],DGRP757,R2,24,10,5,290785
sd[1],DGRP757,R2,24,11,5,308533
sd[1],DGRP757,R2,24,12,4,260771
sd[1],DGRP757,R2,24,13,5,277720
sd[1],DGRP757,R2,24,14,4,307397
sd[1],DGRP757,R2,24,15,5,284330
sd[1],DGRP757,R2,24,16,4,281954
sd[1],DGRP757,R2,24,17,4,316845
sd[1],DGRP757,R2,24,18,5,301025
sd[1],DGRP757,R2,24,19,4,286709
sd[1],DGRP757,R2,24,20,4,272597
sd[29.1],DGRP028,R2,24,1,1,310299
sd[29.1],DGRP028,R2,24,2,1,370976
sd[29.1],DGRP028,R2,24,3,1,324932
sd[29.1],DGRP028,R2,24,4,1,294935
sd[29.1],DGRP028,R2,24,5,1,360080
sd[29.1],DGRP028,R2,24,6,1,336843
sd[29.1],DGRP028,R2,24,7,1,316782
sd[29.1],DGRP028,R2,24,8,1,316403
sd[29.1],DGRP028,R2,24,9,1,288719
sd[29.1],DGRP028,R2,24,10,1,299660
sd[29.1],DGRP028,R2,24,11,1,295005
sd[29.1],DGRP028,R2,24,12,1,324119
sd[29.1],DGRP028,R2,24,13,1,340986
sd[29.1],DGRP028,R2,24,14,1,307904
sd[29.1],DGRP028,R2,24,15,1,304019
sd[29.1],DGRP028,R2,24,16,1,313876
sd[29.1],DGRP028,R2,24,19,1,382738
sd[29.1],DGRP028,R2,24,20,1,324944
sd[29.1],DGRP038,R2,24,1,1,284487
sd[29.1],DGRP038,R2,24,2,1,299776
sd[29.1],DGRP038,R2,24,3,1,265850
sd[29.1],DGRP038,R2,24,4,1,261431
sd[29.1],DGRP038,R2,24,5,1,282954
sd[29.1],DGRP038,R2,24,6,1,298480
sd[29.1],DGRP038,R2,24,7,1,304467
sd[29.1],DGRP038,R2,24,8,1,279339
sd[29.1],DGRP038,R2,24,9,1,250130
sd[29.1],DGRP038,R2,24,10,1,291094
sd[29.1],DGRP038,R2,24,11,1,269592
sd[29.1],DGRP038,R2,24,12,1,291291
sd[29.1],DGRP038,R2,24,13,1,292970
sd[29.1],DGRP038,R2,24,14,1,290106
sd[29.1],DGRP038,R2,24,15,1,298691
sd[29.1],DGRP038,R2,24,16,1,252258
sd[29.1],DGRP038,R2,24,17,1,281530
sd[29.1],DGRP038,R2,24,18,1,269195
sd[29.1],DGRP038,R2,24,19,1,291429
sd[29.1],DGRP038,R2,24,20,1,260950
sd[29.1],DGRP048,R2,24,1,1,283640
sd[29.1],DGRP048,R2,24,2,1,264903
sd[29.1],DGRP048,R2,24,3,1,266590
sd[29.1],DGRP048,R2,24,5,1,254108
sd[29.1],DGRP048,R2,24,6,1,298777
sd[29.1],DGRP048,R2,24,7,1,254414
sd[29.1],DGRP048,R2,24,8,1,279796
sd[29.1],DGRP048,R2,24,9,1,263047
sd[29.1],DGRP048,R2,24,10,1,236964
sd[29.1],DGRP048,R2,24,11,1,287034
sd[29.1],DGRP048,R2,24,12,1,282185
sd[29.1],DGRP048,R2,24,13,1,262316
sd[29.1],DGRP048,R2,24,14,1,305728
sd[29.1],DGRP048,R2,24,15,1,283377
sd[29.1],DGRP048,R2,24,16,1,276786
sd[29.1],DGRP048,R2,24,17,1,261575
sd[29.1],DGRP048,R2,24,18,1,224632
sd[29.1],DGRP048,R2,24,19,1,261173
sd[29.1],DGRP048,R2,24,20,1,271958
sd[29.1],DGRP075,R2,24,1,1,244157
sd[29.1],DGRP075,R2,24,2,2,310400
sd[29.1],DGRP075,R2,24,3,1,319490
sd[29.1],DGRP075,R2,24,4,1,291942
sd[29.1],DGRP075,R2,24,5,1,327259
sd[29.1],DGRP075,R2,24,6,1,310870
sd[29.1],DGRP075,R2,24,7,1,298689
sd[29.1],DGRP075,R2,24,8,1,279210
sd[29.1],DGRP075,R2,24,9,1,303229
sd[29.1],DGRP075,R2,24,10,1,315815
sd[29.1],DGRP075,R2,24,12,1,299532
sd[29.1],DGRP075,R2,24,14,1,296273
sd[29.1],DGRP075,R2,24,15,1,312003
sd[29.1],DGRP075,R2,24,16,1,291580
sd[29.1],DGRP075,R2,24,17,1,331031
sd[29.1],DGRP075,R2,24,18,1,273017
sd[29.1],DGRP075,R2,24,19,1,322272
sd[29.1],DGRP075,R2,24,20,1,281711
sd[29.1],DGRP083,R2,24,1,1,331441
sd[29.1],DGRP083,R2,24,2,1,312764
sd[29.1],DGRP083,R2,24,3,1,310063
sd[29.1],DGRP083,R2,24,4,1,302175
sd[29.1],DGRP083,R2,24,5,1,319842
sd[29.1],DGRP083,R2,24,6,1,278310
sd[29.1],DGRP083,R2,24,7,1,320592
sd[29.1],DGRP083,R2,24,8,1,326704
sd[29.1],DGRP083,R2,24,9,1,306183
sd[29.1],DGRP083,R2,24,10,1,321578
sd[29.1],DGRP083,R2,24,11,1,291190
sd[29.1],DGRP083,R2,24,12,1,295853
sd[29.1],DGRP083,R2,24,13,1,315466
sd[29.1],DGRP083,R2,24,14,1,313041
sd[29.1],DGRP088,R2,24,1,1,303543
sd[29.1],DGRP088,R2,24,2,1,282642
sd[29.1],DGRP088,R2,24,3,1,278118
sd[29.1],DGRP088,R2,24,4,1,264026
sd[29.1],DGRP088,R2,24,5,1,278073
sd[29.1],DGRP088,R2,24,6,1,288356
sd[29.1],DGRP088,R2,24,7,1,290440
sd[29.1],DGRP088,R2,24,8,1,282566
sd[29.1],DGRP088,R2,24,9,1,288147
sd[29.1],DGRP088,R2,24,10,1,308749
sd[29.1],DGRP088,R2,24,11,1,284259
sd[29.1],DGRP088,R2,24,12,1,291605
sd[29.1],DGRP088,R2,24,13,1,263964
sd[29.1],DGRP088,R2,24,14,1,298214
sd[29.1],DGRP088,R2,24,15,1,313146
sd[29.1],DGRP088,R2,24,16,1,319978
sd[29.1],DGRP088,R2,24,17,1,319716
sd[29.1],DGRP088,R2,24,18,1,326510
sd[29.1],DGRP088,R2,24,19,1,298395
sd[29.1],DGRP088,R2,24,20,1,304980
sd[29.1],DGRP229,R2,24,4,1,294714
sd[29.1],DGRP229,R2,24,7,1,385191
sd[29.1],DGRP229,R2,24,8,1,279760
sd[29.1],DGRP229,R2,24,9,1,303545
sd[29.1],DGRP229,R2,24,10,1,328581
sd[29.1],DGRP229,R2,24,11,1,297143
sd[29.1],DGRP229,R2,24,12,1,295359
sd[29.1],DGRP229,R2,24,13,1,279335
sd[29.1],DGRP229,R2,24,14,1,253774
sd[29.1],DGRP229,R2,24,15,1,238168
sd[29.1],DGRP229,R2,24,16,1,255503
sd[29.1],DGRP229,R2,24,17,1,278747
sd[29.1],DGRP229,R2,24,18,1,262226
sd[29.1],DGRP229,R2,24,19,1,297429
sd[29.1],DGRP229,R2,24,20,1,324453
sd[29.1],DGRP229,R2,24,21,1,278331
sd[29.1],DGRP229,R2,24,22,1,323230
sd[29.1],DGRP239,R2,24,1,1,318354
sd[29.1],DGRP239,R2,24,2,1,314735
sd[29.1],DGRP239,R2,24,3,1,327554
sd[29.1],DGRP239,R2,24,4,1,311395
sd[29.1],DGRP239,R2,24,5,1,318344
sd[29.1],DGRP239,R2,24,6,1,312170
sd[29.1],DGRP239,R2,24,7,1,321737
sd[29.1],DGRP239,R2,24,8,1,337424
sd[29.1],DGRP239,R2,24,9,1,321035
sd[29.1],DGRP239,R2,24,10,1,323324
sd[29.1],DGRP239,R2,24,11,1,342247
sd[29.1],DGRP239,R2,24,12,1,313540
sd[29.1],DGRP239,R2,24,13,1,267776
sd[29.1],DGRP239,R2,24,14,1,308973
sd[29.1],DGRP239,R2,24,15,1,328613
sd[29.1],DGRP239,R2,24,17,1,316348
sd[29.1],DGRP239,R2,24,18,1,360638
sd[29.1],DGRP239,R2,24,19,1,315427
sd[29.1],DGRP239,R2,24,20,1,339968
sd[29.1],DGRP301,R2,24,1,1,403001
sd[29.1],DGRP301,R2,24,2,1,397327
sd[29.1],DGRP301,R2,24,5,1,314818
sd[29.1],DGRP301,R2,24,6,1,291845
sd[29.1],DGRP301,R2,24,7,1,366852
sd[29.1],DGRP301,R2,24,8,1,304822
sd[29.1],DGRP301,R2,24,9,1,348902
sd[29.1],DGRP301,R2,24,10,1,301249
sd[29.1],DGRP301,R2,24,11,1,339409
sd[29.1],DGRP301,R2,24,12,1,353560
sd[29.1],DGRP301,R2,24,13,1,328717
sd[29.1],DGRP301,R2,24,14,1,301367
sd[29.1],DGRP301,R2,24,15,1,325141
sd[29.1],DGRP301,R2,24,16,1,325006
sd[29.1],DGRP301,R2,24,17,1,307462
sd[29.1],DGRP301,R2,24,18,1,345183
sd[29.1],DGRP301,R2,24,19,1,317381
sd[29.1],DGRP301,R2,24,20,1,337242
sd[29.1],DGRP315,R2,24,1,1,279062
sd[29.1],DGRP315,R2,24,2,1,303538
sd[29.1],DGRP315,R2,24,3,1,274348
sd[29.1],DGRP315,R2,24,4,1,260873
sd[29.1],DGRP315,R2,24,5,1,287235
sd[29.1],DGRP315,R2,24,6,1,317392
sd[29.1],DGRP315,R2,24,7,1,287454
sd[29.1],DGRP315,R2,24,8,1,327844
sd[29.1],DGRP315,R2,24,9,1,306267
sd[29.1],DGRP315,R2,24,10,1,283032
sd[29.1],DGRP315,R2,24,11,1,309066
sd[29.1],DGRP315,R2,24,13,1,275810
sd[29.1],DGRP315,R2,24,14,1,267520
sd[29.1],DGRP315,R2,24,15,1,336485
sd[29.1],DGRP315,R2,24,16,1,289673
sd[29.1],DGRP315,R2,24,17,1,358054
sd[29.1],DGRP315,R2,24,18,1,299794
sd[29.1],DGRP315,R2,24,19,1,333378
sd[29.1],DGRP315,R2,24,20,1,288147
sd[29.1],DGRP319,R2,24,1,1,239073
sd[29.1],DGRP319,R2,24,2,1,347895
sd[29.1],DGRP319,R2,24,3,1,304981
sd[29.1],DGRP319,R2,24,4,1,319708
sd[29.1],DGRP319,R2,24,5,1,304141
sd[29.1],DGRP319,R2,24,6,1,233358
sd[29.1],DGRP319,R2,24,7,1,274003
sd[29.1],DGRP319,R2,24,8,1,306356
sd[29.1],DGRP319,R2,24,9,1,280280
sd[29.1],DGRP319,R2,24,10,1,314347
sd[29.1],DGRP319,R2,24,11,1,279471
sd[29.1],DGRP319,R2,24,12,1,292240
sd[29.1],DGRP319,R2,24,13,1,282587
sd[29.1],DGRP319,R2,24,14,1,245619
sd[29.1],DGRP319,R2,24,15,1,270823
sd[29.1],DGRP319,R2,24,16,1,351298
sd[29.1],DGRP319,R2,24,17,1,264191
sd[29.1],DGRP319,R2,24,18,1,251010
sd[29.1],DGRP371,R2,24,1,1,240270
sd[29.1],DGRP371,R2,24,2,1,300912
sd[29.1],DGRP371,R2,24,3,1,284722
sd[29.1],DGRP371,R2,24,4,1,278938
sd[29.1],DGRP371,R2,24,5,1,277129
sd[29.1],DGRP371,R2,24,6,1,290294
sd[29.1],DGRP371,R2,24,7,1,274012
sd[29.1],DGRP385,R2,24,1,1,330518
sd[29.1],DGRP385,R2,24,2,1,303163
sd[29.1],DGRP385,R2,24,3,1,304920
sd[29.1],DGRP385,R2,24,4,1,340424
sd[29.1],DGRP385,R2,24,5,1,346872
sd[29.1],DGRP385,R2,24,6,1,329704
sd[29.1],DGRP385,R2,24,7,1,333641
sd[29.1],DGRP385,R2,24,8,1,323894
sd[29.1],DGRP385,R2,24,9,1,304355
sd[29.1],DGRP385,R2,24,10,1,351619
sd[29.1],DGRP385,R2,24,11,1,331387
sd[29.1],DGRP385,R2,24,13,1,342606
sd[29.1],DGRP385,R2,24,14,1,331586
sd[29.1],DGRP385,R2,24,15,1,324421
sd[29.1],DGRP385,R2,24,16,1,350631
sd[29.1],DGRP385,R2,24,17,1,339006
sd[29.1],DGRP385,R2,24,18,1,321745
sd[29.1],DGRP385,R2,24,19,1,346345
sd[29.1],DGRP385,R2,24,20,2,342782
sd[29.1],DGRP391,R2,24,1,1,295673
sd[29.1],DGRP391,R2,24,2,1,344813
sd[29.1],DGRP391,R2,24,3,1,353017
sd[29.1],DGRP391,R2,24,4,1,259294
sd[29.1],DGRP391,R2,24,5,1,261172
sd[29.1],DGRP391,R2,24,6,1,355276
sd[29.1],DGRP391,R2,24,7,1,240836
sd[29.1],DGRP391,R2,24,8,1,252383
sd[29.1],DGRP391,R2,24,9,1,318940
sd[29.1],DGRP391,R2,24,10,1,348795
sd[29.1],DGRP391,R2,24,11,1,227035
sd[29.1],DGRP391,R2,24,12,1,310626
sd[29.1],DGRP391,R2,24,13,1,269495
sd[29.1],DGRP391,R2,24,14,1,307873
sd[29.1],DGRP391,R2,24,15,1,323523
sd[29.1],DGRP391,R2,24,16,1,275819
sd[29.1],DGRP391,R2,24,17,1,348959
sd[29.1],DGRP391,R2,24,18,1,286773
sd[29.1],DGRP392,R2,24,1,2,305718
sd[29.1],DGRP392,R2,24,2,1,341435
sd[29.1],DGRP392,R2,24,3,1,310266
sd[29.1],DGRP392,R2,24,4,2,312628
sd[29.1],DGRP392,R2,24,5,1,314357
sd[29.1],DGRP392,R2,24,6,1,322843
sd[29.1],DGRP392,R2,24,7,1,325844
sd[29.1],DGRP392,R2,24,8,1,342979
sd[29.1],DGRP392,R2,24,9,1,329893
sd[29.1],DGRP392,R2,24,10,1,322772
sd[29.1],DGRP392,R2,24,11,1,317646
sd[29.1],DGRP392,R2,24,12,1,312748
sd[29.1],DGRP392,R2,24,13,3,313896
sd[29.1],DGRP392,R2,24,14,1,330603
sd[29.1],DGRP392,R2,24,15,3,324697
sd[29.1],DGRP392,R2,24,16,3,296822
sd[29.1],DGRP392,R2,24,17,1,325091
sd[29.1],DGRP392,R2,24,18,3,311938
sd[29.1],DGRP392,R2,24,19,1,322471
sd[29.1],DGRP392,R2,24,20,1,340797
sd[29.1],DGRP443,R2,24,1,1,243724
sd[29.1],DGRP443,R2,24,2,1,283857
sd[29.1],DGRP443,R2,24,3,1,271647
sd[29.1],DGRP443,R2,24,4,1,285473
sd[29.1],DGRP443,R2,24,5,1,285502
sd[29.1],DGRP443,R2,24,6,1,300875
sd[29.1],DGRP443,R2,24,7,1,293046
sd[29.1],DGRP443,R2,24,8,1,284205
sd[29.1],DGRP443,R2,24,9,1,277867
sd[29.1],DGRP443,R2,24,10,1,310814
sd[29.1],DGRP443,R2,24,11,1,282509
sd[29.1],DGRP443,R2,24,12,1,281963
sd[29.1],DGRP443,R2,24,13,1,336660
sd[29.1],DGRP443,R2,24,14,1,293032
sd[29.1],DGRP443,R2,24,15,1,290567
sd[29.1],DGRP443,R2,24,16,1,271777
sd[29.1],DGRP443,R2,24,17,1,282036
sd[29.1],DGRP443,R2,24,18,1,300523
sd[29.1],DGRP443,R2,24,19,1,270502
sd[29.1],DGRP492,R2,24,1,1,330598
sd[29.1],DGRP492,R2,24,2,1,353501
sd[29.1],DGRP492,R2,24,3,1,298016
sd[29.1],DGRP492,R2,24,4,1,321423
sd[29.1],DGRP492,R2,24,5,1,319593
sd[29.1],DGRP492,R2,24,6,1,291719
sd[29.1],DGRP492,R2,24,7,1,375088
sd[29.1],DGRP492,R2,24,8,1,318293
sd[29.1],DGRP492,R2,24,9,1,286980
sd[29.1],DGRP492,R2,24,10,1,315617
sd[29.1],DGRP492,R2,24,11,1,334214
sd[29.1],DGRP492,R2,24,12,1,308187
sd[29.1],DGRP492,R2,24,13,1,316628
sd[29.1],DGRP492,R2,24,14,1,323187
sd[29.1],DGRP492,R2,24,15,1,357688
sd[29.1],DGRP492,R2,24,16,1,318698
sd[29.1],DGRP492,R2,24,17,2,374645
sd[29.1],DGRP492,R2,24,18,1,326108
sd[29.1],DGRP492,R2,24,19,1,376915
sd[29.1],DGRP492,R2,24,20,1,289620
sd[29.1],DGRP517,R2,24,1,1,317720
sd[29.1],DGRP517,R2,24,2,1,324021
sd[29.1],DGRP517,R2,24,3,1,323861
sd[29.1],DGRP517,R2,24,4,1,346793
sd[29.1],DGRP517,R2,24,5,1,305252
sd[29.1],DGRP517,R2,24,6,1,346575
sd[29.1],DGRP517,R2,24,7,1,363881
sd[29.1],DGRP517,R2,24,8,1,319326
sd[29.1],DGRP517,R2,24,9,1,302117
sd[29.1],DGRP517,R2,24,10,1,314098
sd[29.1],DGRP517,R2,24,11,1,293961
sd[29.1],DGRP517,R2,24,12,1,290941
sd[29.1],DGRP517,R2,24,13,1,311701
sd[29.1],DGRP517,R2,24,14,1,360513
sd[29.1],DGRP517,R2,24,15,1,303461
sd[29.1],DGRP517,R2,24,16,1,289566
sd[29.1],DGRP517,R2,24,17,1,355399
sd[29.1],DGRP517,R2,24,18,1,277012
sd[29.1],DGRP517,R2,24,19,1,312995
sd[29.1],DGRP517,R2,24,20,1,326479
sd[29.1],DGRP757,R2,24,1,1,343987
sd[29.1],DGRP757,R2,24,2,1,317362
sd[29.1],DGRP757,R2,24,3,1,369733
sd[29.1],DGRP757,R2,24,4,1,375036
sd[29.1],DGRP757,R2,24,5,1,392258
sd[29.1],DGRP757,R2,24,6,1,323182
sd[29.1],DGRP757,R2,24,7,1,328966
sd[29.1],DGRP757,R2,24,8,1,325426
sd[29.1],DGRP757,R2,24,9,1,333491
sd[29.1],DGRP757,R2,24,10,1,319405
sd[29.1],DGRP757,R2,24,11,1,343889
sd[29.1],DGRP757,R2,24,12,1,338193
sd[29.1],DGRP757,R2,24,13,1,388470
sd[29.1],DGRP757,R2,24,14,1,332729
sd[29.1],DGRP757,R2,24,15,1,345780
sd[29.1],DGRP757,R2,24,16,1,391065
sd[29.1],DGRP757,R2,24,17,1,318061
sd[29.1],DGRP757,R2,24,18,1,315043
sd[29.1],DGRP757,R2,24,19,1,324951
sd[29.1],DGRP757,R2,24,20,1,320099
sd[58d],DGRP028,R2,24,1,19,35177
sd[58d],DGRP028,R2,24,2,20,41654
sd[58d],DGRP028,R2,24,3,19,31361
sd[58d],DGRP028,R2,24,4,19,32588
sd[58d],DGRP028,R2,24,5,20,26401
sd[58d],DGRP028,R2,24,6,19,28210
sd[58d],DGRP028,R2,24,7,20,27315
sd[58d],DGRP038,R2,24,1,21,17784
sd[58d],DGRP038,R2,24,2,20,24264
sd[58d],DGRP038,R2,24,3,20,18425
sd[58d],DGRP038,R2,24,4,20,18087
sd[58d],DGRP038,R2,24,5,19,25673
sd[58d],DGRP038,R2,24,6,21,20142
sd[58d],DGRP038,R2,24,7,21,22429
sd[58d],DGRP038,R2,24,8,19,29509
sd[58d],DGRP038,R2,24,9,20,22630
sd[58d],DGRP038,R2,24,10,19,22779
sd[58d],DGRP038,R2,24,11,20,18544
sd[58d],DGRP038,R2,24,12,20,20272
sd[58d],DGRP038,R2,24,13,20,27026
sd[58d],DGRP038,R2,24,14,21,22053
sd[58d],DGRP038,R2,24,15,20,24923
sd[58d],DGRP038,R2,24,16,21,14044
sd[58d],DGRP038,R2,24,17,21,17760
sd[58d],DGRP048,R2,24,1,19,25126
sd[58d],DGRP048,R2,24,2,19,27989
sd[58d],DGRP048,R2,24,3,19,28704
sd[58d],DGRP048,R2,24,4,19,32104
sd[58d],DGRP048,R2,24,5,19,29531
sd[58d],DGRP048,R2,24,6,19,31784
sd[58d],DGRP048,R2,24,7,19,30894
sd[58d],DGRP048,R2,24,8,20,24225
sd[58d],DGRP048,R2,24,9,19,32203
sd[58d],DGRP048,R2,24,10,19,30944
sd[58d],DGRP048,R2,24,11,19,26613
sd[58d],DGRP048,R2,24,12,18,34022
sd[58d],DGRP048,R2,24,13,18,35051
sd[58d],DGRP048,R2,24,14,19,27021
sd[58d],DGRP048,R2,24,15,19,31749
sd[58d],DGRP048,R2,24,16,19,30141
sd[58d],DGRP075,R2,24,1,20,24290
sd[58d],DGRP075,R2,24,2,20,27238
sd[58d],DGRP075,R2,24,3,19,31596
sd[58d],DGRP075,R2,24,4,20,25940
sd[58d],DGRP075,R2,24,5,18,31586
sd[58d],DGRP075,R2,24,6,19,25284
sd[58d],DGRP075,R2,24,7,19,27280
sd[58d],DGRP075,R2,24,8,19,31480
sd[58d],DGRP075,R2,24,9,19,29789
